file_id,time,memory
1,0.243542,942.19
2,0.660117,1857.23
3,1.908258,3629.11
4,3.452767,5411.25
5,5.538016,7336.88
6,8.494651,9826.31
7,13.726834,13413.09
8,18.700706,16754.77
9,27.231167,21577.50
10,40.715978,28333.59
11,60.835167,34513.64
12,73.235280,40930.36
13,93.697465,48971.95
14,120.366239,57587.25
15,155.980128,69136.08
